	Word	Pos_tag
6392	chước	N
6393	dùng	V
6394	.	CH
6395	Lạ	A
6396	gì	P
6397	một	M
6398	cốt	N
6399	một	M
6400	đồng	Nu
6401	xưa_nay	N
6402	!	CH
6403	. Có	N
6404	ba_mươi	V
6405	lạng	N
6406	trao_tay	V
6407	. Không_dưng	N
6408	chi	P
6409	có	V
6410	chuyện	N
6411	này	P
6412	trò	N
6413	kia	P
6414	!	CH
6415	.	CH
6416	Rồi ra	N
6417	trở_mặt	V
6418	tức_thì	N
6419	. Bớt_lời liệu	V
6420	chớ	C
6421	sân_si	A
6422	thiệt	T
6423	đời	N
6424	!	CH
6425	. Nàng	V
6426	rằng	C
6427	Thề_thốt	Np
6428	nặng_lời	V
6429	.	CH
6430	Có	V
6431	đâu	P
6432	mà	C
6433	lại	R
6434	ra	V
6435	người	N
6436	hiểm_sâu	V
6437	!	CH
6438	.	CH
6439	Còn	C
6440	đương	V
6441	suy	N
6442	trước	N
6443	nghĩ	V
6444	sau	N
6445	. Mặt_mo	N
6446	đã	R
6447	thấy	V
6448	ở	E
6449	đâu	P
6450	dẫn	V
6451	vào	E
6452	. Sở_Khanh	N
6453	lên_tiếng	N
6454	rêu_rao	V
6455	. Rằng	N
6456	nghe	V
6457	mới	R
6458	có	V
6459	con	N
6460	nào	P
6461	ở	E
6462	đây	P
6463	. Phao	V
6464	cho	E
6465	quyến	V
6466	gió	N
6467	rủ	V
6468	mây	N
6469	. Hãy	N
6470	xem	V
6471	có	V
6472	biết	V
6473	mặt	N
6474	này	P
6475	là	V
6476	aỉ	N
6477	. Nàng	V
6478	rằng	C
6479	Thôi	T
6480	thế	P
6481	thì	C
6482	thôi	T
6483	!	CH
6484	. Rằng	V
6485	không	R
6486	thì	C
6487	cũng	R
6488	vâng_lời	V
6489	là	C
6490	không	R
6491	!	CH
6492	. Sở_Khanh quắt	V
6493	mắng	N
6494	đùng_đùng	V
6495	. Sấn	V
6496	vào	E
6497	vừa	R
6498	rắp	V
6499	thị_hùng	V
6500	ra	V
6501	tay	N
6502	. Nàng	V
6503	rằng	C
6504	Trời	N
6505	nhé	T
6506	có	V
6507	hay	R
6508	!	CH
6509	. Quyến	V
6510	anh	Nc
6511	rủ	V
6512	yến	V
6513	sự	N
6514	này	P
6515	tại	E
6516	ai	P
6517	. Đem	V
6518	người	N
6519	giẩy	V
6520	xuống	V
6521	giếng_khơi	N
6522	. Nói	A
6523	rồi	C
6524	rồi	C
6525	lại	R
6526	ăn_lời	V
6527	được	R
6528	ngay	T
6529	!	CH
6530	. Còn	N
6531	tiên	N
6532	tích	V
6533	việt	N
6534	ở	E
6535	tay	N
6536	. Rõ_ràng	N
6537	mặt	N
6538	ấy	P
6539	mặt	N
6540	này	P
6541	chứ	C
6542	ai	P
6543	. Lời	V
6544	ngay	R
6545	đông	A
6546	mặt	N
6547	trong	E
6548	ngoài	E
6549	. Kẻ	N
6550	chê	V
6551	bất_nghĩa	N
6552	người	N
6553	cười	V
6554	vô_lương	A
6555	!	CH
6556	. Phụ_tình	V
6557	án	N
6558	đã	R
6559	rõ_ràng	V
6560	. Dơ_tuồng	N
6561	nghỉ	V
6562	mới	R
6563	kiếm_đường	V
6564	tháo_lui	N
6565	. Buồng	V
6566	riêng	T
6567	riêng	T
6568	những	L
6569	sụt_sùi	N
6570	. Nghĩ_thân	A
6571	mà	C
6572	lại	R
6573	ngậm_ngùi	V
6574	cho	E
6575	thân	N
6576	. Tiếc_thay	N
6577	trong	E
6578	giá	N
6579	trắng_ngần	N
6580	. Đến	V
6581	phong_trần	N
6582	cũng	R
6583	phong_trần	V
6584	như	C
6585	ai	P
6586	!	CH
6587	. Tẻ	N
6588	vui	A
6589	cũng	R
6590	một	M
6591	kiếp	N
6592	người	N
6593	. Hồng_nhan	V
6594	phải	V
6595	giống	A
6596	ở	E
6597	đời	N
6598	mãi	R
6599	ru	N
6600	!	CH
6601	. Kiếp_xưa	N
6602	đã	R
6603	vụng	V
6604	đường	N
6605	tu	N
6606	. Kiếp	N
6607	này	P
6608	chẳng_kẻo	V
6609	đền_bù	N
6610	mới	R
6611	xuôi	V
6612	!	CH
6613	. Dù_sao	V
6614	bình	N
6615	đã	R
6616	vỡ	V
6617	rồi	R
6618	.	CH
6619	Lấy	V
6620	thân	N
6621	mà	C
6622	trả	V
6623	nợ	N
6624	đời	N
6625	cho	E
6626	xong	V
6627	!	CH
6628	. Vừa	V
6629	tuần	N
6630	nguyệt	N
6631	sáng	N
6632	gương	M
6633	trong	E
6634	. Tú_bà	N
6635	ghé	V
6636	lại	R
6637	thong_dong	V
6638	dặn_dò	N
6639	. Nghề_chơi	N
6640	cũng	R
6641	lắm	R
6642	công_phu	X
6643	. Làng_chơi ta	V
6644	phải	V
6645	biết	V
6646	cho	E
6647	đủ	A
6648	điều	N
6649	. Nàng	V
6650	rằng	C
6651	Mưa_gió	Np
6652	dập_dìu	V
6653	. Liều	N
6654	thân	A
6655	thì	C
6656	cũng	R
6657	phải	V
6658	liều	V
6659	thế	T
6660	thôi	T
6661	!	CH
6662	. Mụ	V
6663	rằng	C
6664	Ai	P
6665	cũng	R
6666	như	C
6667	ai	P
6668	. Người_ta	V
6669	ai	P
6670	mất	V
6671	tiền	N
6672	hoài	R
6673	đến	V
6674	đây	P
6675	.	CH
6676	ở	E
6677	trong	E
6678	còn	R
6679	lắm	R
6680	điều	N
6681	hay	C
6682	. Nỗi	V
6683	đêm	N
6684	khép	V
6685	mở	V
6686	nỗi	N
6687	ngày	N
6688	riêng_chung	M
6689	.	CH
6690	Này	P
6691	con	N
6692	thuộc	V
6693	lấy	R
6694	nằm	V
6695	lòng	N
6696	. Vành	V
6697	ngoài	E
6698	bảy_chữ	N
6699	vành	V
6700	trong	E
6701	tám	M
6702	nghề	N
6703	. Chơi	V
6704	cho	E
6705	liễu	N
6706	chán	V
6707	hoa	N
6708	chê	V
6709	.	CH
6710	Cho	V
6711	lăn_lóc	N
6712	đá	V
6713	cho	E
6714	mê_mẩn	N
6715	đời	N
6716	. Khi	N
6717	khóe_hạnh	A
6718	khi	N
6719	nét	N
6720	ngài	N
6721	.	CH
6722	Khi	N
6723	ngâm_ngợi	V
6724	nguyệt	N
6725	khi	N
6726	cười_cợt	V
6727	hoa	N
6728	. Điều	N
6729	là	V
6730	nghề_nghiệp	N
6731	trong	E
6732	nhà	N
6733	. Đủ	N
6734	ngần	N
6735	ấy	P
6736	nết	N
6737	mới	R
6738	là	V
6739	người	N
6740	soi	V
6741	. Gót_đầu	N
6742	vâng	V
6743	dạy	V
6744	mấy	L
6745	lời	N
6746	. Dường_chau	V
6747	nét	N
6748	nguyệt	V
6749	dường	N
6750	phai	V
6751	vẻ	N
6752	hồng	A
6753	.	CH
6754	Những	L
6755	nghe	V
6756	nói	V
6757	đã	R
6758	thẹn_thùng	V
6759	. Nước_đời	A
6760	lắm	R
6761	nỗi	N
6762	lạ_lùng	V
6763	khắt_khe	V
6764	!	CH
6765	. Xót	V
6766	mình	P
6767	cửa	N
6768	các	L
6769	buồng_khuê	N
6770	. Vỡ_lòng	N
6771	học	V
6772	lấy	V
6773	những	L
6774	nghề_nghiệp	N
6775	hay	C
6776	!	CH
6777	. Khéo_là	V
6778	mặt	N
6779	dạn	V
6780	mày	P
6781	dày	A
6782	. Kiếp_người	N
6783	đã	R
6784	đến	V
6785	thế	T
6786	này	P
6787	thì	C
6788	thôi	T
6789	!	CH
6790	. Thương	V
6791	thay	V
6792	thân_phận	N
6793	lạc_loài	V
6794	. Dẫu_sao	N
6795	cũng	R
6796	ở	E
6797	tay	N
6798	người	N
6799	biết_sao	V
6800	. Lầu_xanh	N
6801	mới	R
6802	rủ	V
6803	trướng_đào	N
6804	. Càng	N
6805	treo_giá	V
6806	ngọc	N
6807	càng	R
6808	cao	A
6809	phẩm	A
6810	người	N
6811	. Biết_bao	V
6812	bướm	N
6813	lả	V
6814	ong	N
6815	lơi	V
6816	. Cuộc_say	N
6817	đầy_tháng	V
6818	trận	N
6819	cười	V
6820	suốt	A
6821	đêm	N
6822	. Dập_dìu lá	V
6823	gió	N
6824	cành	N
6825	chim	N
6826	. Sớm	N
6827	đưa	V
6828	Tống_Ngọc_tối	Np
6829	tìm	V
6830	Tràng	Np
6831	Khanh	Np
6832	.	CH
6833	Khi	N
6834	tỉnh_rượu	V
6835	lúc	N
6836	tàn_canh	V
6837	. Giật_mình	V
6838	mình	P
6839	lại	R
6840	thương	V
6841	mình	P
6842	xót_xa	V
6843	. Khi	N
6844	sao	P
6845	phong	V
6846	gấm	N
6847	rủ	V
6848	là	V
6849	. Giờ	N
6850	sao	P
6851	tan_tác	A
6852	như	C
6853	hoa	N
6854	giữa	E
6855	đường	N
6856	. Mặt	N
6857	sao	P
6858	dày	A
6859	gió	N
6860	dạn	V
6861	sương	N
6862	. Thân	V
6863	sao	P
6864	bướm	A
6865	chán	V
6866	ong	N
6867	chường	V
6868	bấy	N
6869	thân	N
6870	. Mặt	N
6871	người	N
6872	mưa	V
6873	Sở	N
6874	mây_Tần	V
6875	.	CH
6876	Những	L
6877	mình	P
6878	nào	P
6879	biết	V
6880	có	V
6881	xuân	N
6882	là	V
6883	gì	P
6884	!	CH
6885	. Đôi_phen	V
6886	gió	N
6887	tựa	V
6888	hoa	N
6889	kề	V
6890	. Nửa	N
6891	rèm	V
6892	tuyết	N
6893	ngậm	V
6894	bốn	M
6895	bề	N
6896	trăng	N
6897	thâu	V
6898	. Cảnh	N
6899	nào	P
6900	cảnh	N
6901	chẳng	R
6902	đeo_sầu	V
6903	.	CH
6904	Người	Nc
6905	buồn	V
6906	cảnh	N
6907	có	V
6908	vui	A
6909	đâu	T
6910	bao_giờ	T
6911	!	CH
6912	. Đòi	V
6913	phen	N
6914	nét	N
6915	vẽ	V
6916	câu_thơ	N
6917	. Cung_cầm	V
6918	trong	E
6919	nguyệt	N
6920	nước	N
6921	cờ	N
6922	dưới	E
6923	hoa	N
6924	. Vui	N
6925	là	V
6926	vui	A
6927	gượng	N
6928	kẻo_mà	V
6929	. Ai	N
6930	tri_âm	N
6931	đó	P
6932	mặn_mà	V
6933	với	E
6934	ai	P
6935	. Thờ_ơ	V
6936	gió	N
6937	trúc	V
6938	mưa	V
6939	mai	N
6940	. Ngẩn_ngơ trăm	V
6941	nỗi	N
6942	giùi_mài	V
6943	một	M
6944	thân	N
6945	. Ôm	N
6946	lòng	N
6947	đòi_đoạn	V
6948	xa_gần	N
6949	. Chẳng	V
6950	vò	N
6951	mà	C
6952	rối	V
6953	chẳng	R
6954	dần	R
6955	mà	C
6956	đau	V
6957	!	CH
6958	. Nhớ_ơn	N
6959	chín	M
6960	chữ	N
6961	cao_sâu	V
6962	.	CH
6963	Một	M
6964	ngày	N
6965	một	M
6966	ngả	P
6967	bóng_dâu	V
6968	tà_tà	N
6969	. Dặm_ngàn	V
6970	nước	N
6971	thẳm	A
6972	non	A
6973	xa	A
6974	. Nghĩ	N
6975	đâu	P
6976	thân_phận	V
6977	con	N
6978	ra	V
6979	thế	T
6980	này	T
6981	!	CH
6982	. Sân_hòe	N
6983	đôi_chút	V
6984	thơ_ngây	N
6985	. Trân_cam	V
6986	ai	P
6987	kẻ	Nc
6988	đỡ	V
6989	thay	V
6990	việc	N
6991	mình	P
6992	.	CH
6993	Nhớ lời	V
6994	nguyện_ước	N
6995	ba_sinh	V
6996	. Xa_xôi	N
6997	ai	P
6998	có	V
6999	thấu_tình	N
7000	chăng	R
7001	ai	P
7002	.	CH
7003	Khi	N
7004	về	V
7005	hỏi	V
7006	liễu	N
7007	Chương_đài	Np
7008	. Cành_xuân	V
7009	đã	R
7010	bẻ	V
7011	cho	E
7012	người	N
7013	chuyên_tay	V
7014	. Tình	V
7015	sâu	A
7016	mong	V
7017	trả_nghĩa	N
7018	dày	A
7019	. Hoa	N
7020	kia	P
7021	đã	R
7022	chắp	V
7023	cành	N
7024	này	P
7025	cho	E
7026	chưa	R
7027	. Mối_tình	V
7028	đòi_đoạn	N
7029	vò_tơ	V
7030	. Giấc_hương_quan	N
7031	luống	V
7032	lần	N
7033	mơ	V
7034	canh	N
7035	dài	A
7036	. Song_sa	N
7037	vò_võ	V
7038	phương_trời	N
7039	. Nay	V
7040	hoàng_hôn	N
7041	đã	R
7042	lại	V
7043	mai	N
7044	hôn	V
7045	hoàng	N
7046	. Lần_lần	V
7047	thỏ	N
7048	bạc_ác_vàng	V
7049	. Xót	N
7050	người	N
7051	trong	E
7052	hội	N
7053	đoạn	N
7054	tràng	N
7055	đòi_cơn	V
7056	!	CH
7057	.	CH
7058	Đã	R
7059	cho	V
7060	lấy	V
7061	chữ	N
7062	hồng_nhan	A
7063	.	CH
7064	Làm	V
7065	cho	E
7066	cho	E
7067	hại	V
7068	cho	E
7069	tàn	V
7070	cho	E
7071	cân	N
7072	!	CH
7073	.	CH
7074	Đã	R
7075	đày	V
7076	vào	E
7077	kiếp	N
7078	phong_trần	N
7079	.	CH
7080	Sao	P
7081	cho	E
7082	sỉ_nhục	N
7083	một	M
7084	lần	N
7085	mới	R
7086	thôi	V
7087	! Khách_du	N
7088	bỗng	R
7089	có	V
7090	một	M
7091	người	N
7092	. Kỳ_Tâm	V
7093	họ	P
7094	Thúc	Np
7095	cũng	R
7096	nòi	V
7097	thư_hương	N
7098	.	CH
7099	Vốn	R
7100	người	N
7101	huyện	N
7102	Tích_châu_Thường	Np
7103	.	CH
7104	Theo	V
7105	nghiêm_đường	N
7106	mở	V
7107	ngôi	Nc
7108	hàng	N
7109	Lâm_tri	Np
7110	. Hoa_khôi	V
7111	mộ_tiếng	N
7112	Kiều_nhi	Np
7113	. Thiếp	V
7114	hồng	V
7115	tìm	V
7116	đến	E
7117	hương_khuê	N
7118	gửi	V
7119	vào	E
7120	. Trướng	N
7121	tô	V
7122	giáp mặt	N
7123	hoa_đào	V
7124	. Vẻ	N
7125	nào	P
7126	chẳng	R
7127	mặn	A
7128	nét	N
7129	nào	P
7130	chăng	R
7131	ưa	V
7132	. Hải_đường	N
7133	mơn_mởn	V
7134	cành	N
7135	tơ	N
7136	. Ngày_xuân càng	V
7137	gió	N
7138	càng	R
7139	mưa	V
7140	càng	R
7141	nồng	A
7142	. Nguyệt_hoa	N
7143	hoa_nguyệt	V
7144	não_nùng	N
7145	. Đêm	V
7146	xuân	N
7147	ai	P
7148	dễ	A
7149	cầm_lòng	V
7150	được	V
7151	chăng	R
7152	. Lạ_gì	V
7153	thanh_khí	N
7154	lẽ_hằng	V
7155	.	CH
7156	Một	M
7157	dây	N
7158	một	M
7159	buộc	V
7160	ai	P
7161	giằng	V
7162	cho	V
7163	ra	V
7164	. Sớm	N
7165	đào	V
7166	tối	N
7167	mận	V
7168	lân_la	N
7169	.	CH
7170	Trước	N
7171	còn	R
7172	trăng_gió	V
7173	sau	N
7174	ra	V
7175	đá_vàng	V
7176	. Dịp	N
7177	đâu	P
7178	may_mắn	N
7179	lạ	A
7180	dường	V
7181	. Lại	N
7182	vừa	R
7183	gặp	V
7184	khoảng	A
7185	xuân	N
7186	đường	N
7187	lại	V
7188	quê	N
7189	. Sinh	V
7190	càng	R
7191	một	M
7192	tỉnh	N
7193	mười	M
7194	mê	V
7195	. Ngày_xuân	A
7196	lắm	R
7197	lúc	N
7198	đi	V
7199	về	V
7200	với	E
7201	xuân	N
7202	. Khi	V
7203	gió	N
7204	gác	V
7205	khi	N
7206	trăng	N
7207	sân	N
7208	. Bầu_tiên	N
7209	chuốc	V
7210	rượu	N
7211	câu_thần	V
7212	nối_thơ	V
7213	.	CH
7214	Khi	N
7215	hương	N
7216	sớm	A
7217	khi	N
7218	trà	N
7219	trưa	N
7220	. Bàn	N
7221	vây	V
7222	điểm	N
7223	nước	N
7224	đường_tơ	V
7225	họa	V
7226	đàn	Nc
7227	. Miệt_mài	N
7228	trong	E
7229	cuộc	N
7230	truy_hoan	V
7231	. Càng	N
7232	quen_thuộc	V
7233	nết	N
7234	càng	R
7235	dan_díu	V
7236	tình	N
7237	. Lạ	V
7238	cho	E
7239	cái	Nc
7240	sóng	N
7241	khuynh_thành	A
7242	.	CH
7243	Làm	V
7244	cho	E
7245	đổ	V
7246	quán	N
7247	xiêu_đình	A
7248	như	C
7249	chơi	V
7250	. Thúc sinh	N
7251	quen_thói	V
7252	bốc_rời	N
7253	. Trăm_nghìn	V
7254	đổ	V
7255	một	M
7256	trận	N
7257	cười	V
7258	như	C
7259	không	R
7260	. Mụ	V
7261	càng	R
7262	tô	V
7263	lục	N
7264	chuốt	V
7265	hồng	N
7266	. Máu_tham	V
7267	hễ	C
7268	thấy	V
7269	hơi_đồng	N
7270	thì	C
7271	mê	V
7272	. Dưới	V
7273	trăng	N
7274	quyên	N
7275	đã	R
7276	gọi	V
7277	hè	N
7278	. Đầu	V
7279	tường	N
7280	lửa	N
7281	lựu	V
7282	lập_loè	N
7283	đâm_bông	V
7284	. Buồng_the	N
7285	phải	V
7286	buổi	N
7287	thong_dong	V
7288	. Thang	N
7289	lan	V
7290	rủ	V
7291	bức	Nc
7292	trướng_hồng	N
7293	tẩm	V
7294	hoa	N
7295	.	CH
7296	Rõ	Ny
7297	màu	N
7298	trong	E
7299	ngọc	N
7300	trắng_ngà	N
7301	!	CH
7302	. Dày_dày	V
7303	sẵn	A
7304	đúc	V
7305	một	M
7306	tòa	N
7307	thiên_nhiên	N
7308	. Sinh	V
7309	càng	R
7310	tỏ	V
7311	nét	N
7312	càng	R
7313	khen	V
7314	. Ngụ_tình	V
7315	tay	N
7316	thảo	V
7317	một	M
7318	thiên	N
7319	luật	N
7320	đường	N
7321	. Nàng	V
7322	rằng	C
7323	Vâng	Np
7324	biết	V
7325	ý	N
7326	chàng	N
7327	. Lời	V
7328	lời	N
7329	châu_ngọc	V
7330	hàng_hàng	V
7331	gấm_thêu	N
7332	. Hay_hèn lẽ	N
7333	cũng	R
7334	nối_điêu	V
7335	. Nỗi	N
7336	quê	N
7337	nghĩ	V
7338	một	M
7339	hai	M
7340	điều	N
7341	ngang_ngang	V
7342	. Lòng	N
7343	còn	R
7344	gửi	V
7345	áng	N
7346	mây	N
7347	Vàng	Np
7348	. Họa_vần	V
7349	xin	V
7350	hãy	R
7351	chịu	V
7352	chàng	N
7353	hôm_nay	V
7354	. Rằng_Sao	N
7355	nói	V
7356	lạ_lùng	A
7357	thay	I
7358	!	CH
7359	. Cành	V
7360	kia	P
7361	chẳng	R
7362	phải	V
7363	cỗi	V
7364	này	P
7365	mà	C
7366	ra	V
7367	. Nàng	V
7368	càng	R
7369	ủ	V
7370	đột	N
7371	thu_ba	N
7372	. Đoạn_trường	A
7373	lúc	N
7374	ấy	P
7375	nghĩ	V
7376	mà	C
7377	buồn_tênh	V
7378	. Thiếp	N
7379	như	C
7380	hoa	N
7381	đã	R
7382	lìa	V
7383	cành	N
7384	. chàng	A
7385	như	C
7386	con	Nc
7387	bướm	N
7388	lượn	V
7389	vành	N
7390	mà	C
7391	chơi	V
7392	. Chúa_xuân	N
7393	đành	V
7394	đã	R
7395	có	V
7396	nơi	N
7397	. Vắn	V
7398	ngày	N
7399	thôi	T
7400	chớ	C
7401	dài_lời	V
7402	làm_chi	N
7403	. Sinh	V
7404	răng	N
7405	Từ_thuở	Np
7406	tương_tri	V
7407	. tấm_riêng	N
7408	riêng	A
7409	những	L
7410	nặng	A
7411	vì	E
7412	nước_non	V
7413	. Trăm_năm	N
7414	tính	V
7415	cuộc	N
7416	vuông_tròn	V
7417	.	CH
7418	Phải	V
7419	dò	V
7420	cho	E
7421	đến	E
7422	ngọn	Nc
7423	nguồn	N
7424	lạch	N
7425	sông	N
7426	. Nàng	V
7427	rằng	C
7428	Muôn	Np
7429	đội_ơn	V
7430	lòng	N
7431	. Chút_e	V
7432	bên	N
7433	thú	N
7434	bên	N
7435	tòng	N
7436	dễ_đâu	V
7437	. Bình_Khang	N
7438	nấn_ná	V
7439	bấy_lâu	N
7440	. Yêu	V
7441	hoa	N
7442	yêu	V
7443	được	R
7444	một	M
7445	màu	N
7446	điểm_trang	N
7447	.	CH
7448	Rồi	C
7449	ra	V
7450	lạt	V
7451	phấn	N
7452	phai	V
7453	hương	N
7454	. Lòng	N
7455	kia	P
7456	giữ	V
7457	được	R
7458	thường_thường	V
7459	mãi	R
7460	chăng	R
7461	. Vả	V
7462	trong	E
7463	thềm	N
7464	quế	N
7465	cung_trăng	V
7466	. chủ_trương	N
7467	đành	V
7468	đã	R
7469	chị	Nc
7470	Hằng	Np
7471	ở	E
7472	trong	E
7473	. Bấy_lâu	N
7474	khăng_khít	V
7475	dải_đồng	N
7476	. Thêm	V
7477	người_người	N
7478	cũng	R
7479	chia	V
7480	lòng	N
7481	riêng_tây	V
7482	. Vẻ_chi_chút_phận_bèo_mây	N
7483	.	CH
7484	Làm	V
7485	cho	E
7486	bể_ái	A
7487	khi	N
7488	đầy	A
7489	khi	N
7490	vơi	V
7491	. Trăm	V
7492	điều	N
7493	ngang_ngửa	A
7494	vì	E
7495	tôi	P
7496	. Thân	V
7497	sau	N
7498	ai	P
7499	chịu_tội	V
7500	trời	N
7501	ấy	P
7502	cho	E
7503	. Như_chàng	N
7504	có	V
7505	vững	A
7506	tay_co	N
7507	. Mười_phần	N
7508	cũng	R
7509	đắp_điếm	V
7510	cho	E
7511	một_vài	N
7512	. Thế	V
7513	trong	E
7514	dầu	N
7515	lớn	A
7516	hơn	A
7517	ngoài	E
7518	. trươc	N
7519	hàm	V
7520	sư_tử	N
7521	gửi	V
7522	người	N
7523	đằng_la	V
7524	. Cúi_đầu	N
7525	luồn	V
7526	xuống	V
7527	mái	N
7528	nhà	N
7529	. Giấm	V
7530	chua	V
7531	lại	R
7532	tội	N
7533	băng	V
7534	ba	M
7535	lửa	N
7536	nồng	A
7537	.	CH
7538	ở	E
7539	trên	N
7540	còn	R
7541	có	V
7542	nhà	N
7543	thông	V
7544	. Lượng	N
7545	trên	E
7546	trong	E
7547	xuống	V
7548	biết	V
7549	lòng	N
7550	có	V
7551	thương	V
7552	. Sá_chi	N
7553	liễu	N
7554	ngõ	N
7555	hoa	N
7556	tường	N
7557	. Lầu_xanh	V
7558	lại	R
7559	bỏ	V
7560	ra	V
7561	phường	N
7562	lầu_xanh	V
7563	. Lại	N
7564	càng	R
7565	dơ_dáng	V
7566	dại	A
7567	hình	N
7568	. Đành	N
7569	thân_phận	V
7570	thiếp	N
7571	ngại	V
7572	danh_giá	N
7573	chàng	N
7574	. Thương	V
7575	sao	T
7576	cho	E
7577	vẹn	N
7578	thì	C
7579	thương	V
7580	. Tính	V
7581	sao	T
7582	cho	E
7583	vẹn	A
7584	mọi	L
7585	đường	N
7586	xin_vâng	V
7587	. Sinh	V
7588	rằng	C
7589	Hay	Np
7590	nói	V
7591	đè_chừng	A
7592	!	CH
7593	. Lòng	V
7594	đây	P
7595	lòng	N
7596	đấy	P
7597	chưa	R
7598	từng	R
7599	hay	C
7600	saỏ	N
7601	. Đường_xa	V
7602	chớ	C
7603	ngại	V
7604	Ngô	Ny
7605	Lào	Np
7606	. Trăm	V
7607	điều	N
7608	hãy	R
7609	cứ	R
7610	trông	V
7611	vào	E
7612	một	M
7613	ta	P
7614	.	CH
7615	Đã	R
7616	gần	A
7617	chi	P
7618	có	V
7619	điều	N
7620	xa	A
7621	. Đá_vàng	N
7622	đã	R
7623	quyết	V
7624	phong_ba	N
7625	cũng	R
7626	liều	V
7627	.	CH
7628	Cùng	A
7629	nhau	N
7630	căn_vặn	V
7631	đến	E
7632	điều	N
7633	. Chỉ	V
7634	non	A
7635	thề	V
7636	bể	V
7637	nặng	A
7638	gieo	V
7639	đến	E
7640	lời	N
7641	. Nỉ_non	V
7642	đêm	N
7643	ngắn	A
7644	tình	N
7645	dài	A
7646	. Ngoài	N
7647	hiên	V
7648	thỏ	N
7649	đã	R
7650	non	A
7651	đoài	V
7652	ngậm	V
7653	gương	N
7654	. Mượn	V
7655	điều	N
7656	trúc	V
7657	viện	N
7658	thừa_lương	V
7659	. Rước	N
7660	về	V
7661	hãy	R
7662	tạm	A
7663	giấu	V
7664	nàng	N
7665	một	M
7666	nơi	N
7667	. Chiến_hòa	N
7668	sắp	R
7669	sẵn	A
7670	hai	M
7671	bài	N
7672	. Cậy	V
7673	tay	N
7674	thầy	N
7675	thợ	N
7676	mượn	V
7677	người	N
7678	dò_la	V
7679	. Bắn_tin	V
7680	đến	E
7681	mặt	N
7682	Tú_bà	Np
7683	. Thua	V
7684	cơ	N
7685	mụ	N
7686	cũng	R
7687	cầu	N
7688	hòa dám_sao	V
7689	. Rõ_ràng	N
7690	của	E
7691	dẫn	V
7692	tay	N
7693	trao	V
7694	. Hoàn_lương	N
7695	một	M
7696	thiếp	N
7697	thân	A
7698	vào	E
7699	cửa_công	N
7700	. Công_tư đôi_lẽ	N
7701	đều	R
7702	xong	V
7703	. Gót_tiên	M
7704	phút	Nu
7705	đã	R
7706	thoát	V
7707	vòng	N
7708	trần_ai	R
7709	.	CH
7710	Một	M
7711	nhà	N
7712	sum_họp	N
7713	trúc_mai	V
7714	. Càng	V
7715	sâu	A
7716	nghĩa	N
7717	bể	V
7718	càng	R
7719	dài	A
7720	tình	N
7721	sông	N
7722	. Hương	A
7723	càng	R
7724	đượm	V
7725	lửa	N
7726	càng	R
7727	nồng	A
7728	. Càng	N
7729	sôi	V
7730	vẻ_ngọc	N
7731	càng	R
7732	lồng	V
7733	màu	N
7734	sen	N
7735	. Nửa	M
7736	năm	N
7737	hơi_tiếng	M
7738	vừa	R
7739	quen	V
7740	. Sân_ngô	N
7741	cành	N
7742	biếc	N
7743	đã	R
7744	chen	V
7745	lá	N
7746	vàng	N
7747	. Giậu	N
7748	thu	V
7749	vừa	R
7750	nảy	V
7751	giò	N
7752	sương	N
7753	. Gối	N
7754	yên	A
7755	đã	R
7756	thấy	V
7757	xuân	N
7758	đường	N
7759	đến	V
7760	nơi	N
7761	. Phong_lôi	V
7762	nổi	R
7763	trận	N
7764	bời_bời	N
7765	. Nặng_lòng	V
7766	e_ấp	N
7767	tính	V
7768	bài	N
7769	phân_chia	N
7770	. Quyết	V
7771	ngay	T
7772	biện_bạch	N
7773	một_bề	N
7774	. Dạy	V
7775	cho	E
7776	má_phấn	V
7777	lại	R
7778	về	V
7779	lầu_xanh	V
7780	.	CH
7781	Thấy	V
7782	lời	N
7783	nghiêm_huấn	V
7784	rành_rành	V
7785	. Đánh_liều sinh	N
7786	mới	R
7787	lấy	V
7788	tình	N
7789	nài_kêu	V
7790	.	CH
7791	Rằng	C
7792	Con	N
7793	biết	V
7794	tội	N
7795	đã	R
7796	nhiều	A
7797	. Đẫu	N
7798	rằng	C
7799	sấm_sét	N
7800	búa_rìu	N
7801	cũng	R
7802	cam	V
7803	. Trót	A
7804	vì	E
7805	tay	N
7806	đã	R
7807	nhúng	V
7808	chàm	V
7809	. Dại	N
7810	rồi	C
7811	còn	R
7812	biết	V
7813	khôn	R
7814	làm_sao	V
7815	đây	P
7816	.	CH
7817	Cùng	A
7818	nhau	N
7819	vả	V
7820	tiếng	N
7821	một	M
7822	ngày	N
7823	. ôm_cầm	M
7824	ai	P
7825	nỡ	V
7826	dứt	V
7827	dây	N
7828	cho	E
7829	đành	V
7830	. Lượng	V
7831	trên	E
7832	quyết	N
7833	chẳng	R
7834	thương_tình	V
7835	. Bạc_đen	N
7836	thôi	T
7837	có	V
7838	tiếc	V
7839	mình	P
7840	làm	V
7841	chi	T
7842	.	CH
7843	Thấy	V
7844	lời	N
7845	sắt_đá	V
7846	tri_tri	V
7847	. Sốt_gan	N
7848	ông	Nc
7849	mới	R
7850	cáo	V
7851	quì	N
7852	cửa_công	V
7853	. Đất	N
7854	bằng	E
7855	nổi	R
7856	sóng	N
7857	đùng_đùng	A
